"id_marche","date_notification","objet_marche","montant_marche","id_acheteur","code_postal_acheteur"
"202211664C","2023-02-17","AC TRAVAUX BAT REGIONAUX MENUISERIE EXTERIEURE LOT 8 DEPT DE L OISE SECTEUR C","12000000.0000","20005374200017","HDF"
"202625WC09901","2025-10-24","AMO CONJOINTE VICHY ISDND GAIA","94735.0000","25420210400058","42300"
"202110998","2022-01-27","EXPLOITATION ET MAINTENANCE MULTI TECHNIQUE DES BATIMENTS DE LA REGION HAUTS DE FRANCE HORS COMMUNAUTE EDUCATIVE LOT 2B","1000000.0000","20005374200017","HDF"
"202211727A","2023-02-15","GOE BATIMENTS REGIONAUX LOT 6A","24000000.0000","20005374200017","HDF"
"202502TXECOL04","2025-09-18","MENUISERIES EXTERIEURES BOIS","167464.0000","21330542800012","33240"
"20252025-01","2025-07-10","LOT 1VRD ZONE ARTISANALE ","108587.8000","21510007400131","51150"
"2025CD0035000","2025-09-26","Plantations de compensation dans le cadre de l'amélioration de l'accès sud au parc animalier et parc d'attractions Le Pal (Saint-Pourçain-sur-Besbre 03290)","50883.0000","22030001600080","03290"
"2024REPA01","2024-07-19","CONFECTION ET LIVRAISON DE REPAS EN LIAISON FROIDE","473933.6500","26430299300011","43101"
"2025Z250610N00","2025-12-30","Z250610N00 MARCHE DE PRESTATIONS DE PRISES D'ABONNEMENT DE PLACES BANALISEES RESERVEES POUR VEHICULES LEGERS 2 ROUES ET VELOS ET RECHARGES ELECTRIQUES DANS LES PARCS DE STATIONNEMENT LOT 1 EUROMED","2096670.0000","20005480700017","13567"
"2025250105","2025-04-23","Tvx réseau CC Coeur de Savoie - Genie Civil lot5","500000.0000","25730223200034","073"
"2026Z250551N00","2026-01-20","Z250551N00 FOURNITURE DE PIECES DETACHEES POUR LES ENGINS DE MARQUE BUCHER MUNICIPAL JOHNSTON EUROVOIRIE","2800000.0000","20005480700017","13567"
"202525T0602","2025-07-28","DEMOLITION GROS OEUVRE MACONNERIE","45318.0200","21380229100012","38240"
"2025102","2025-09-04","TRAVAUX D'INSTALLATION, DE LOCATION ET DE DESINSTALLATION DE BATIMENTS MODULAIRES POUR RENOVATION-EXTENSION EAJE A DIEMOZ","86782.9100","24380125500064","38540"
"2025M0175000","2025-09-30","Rehabilitation d¿un batiment a usage de bureaux a NANCY","2189695.3600","20005226400013","54000"
"2024513325071","2024-11-12","Assurance risques statutaires du personnel du SM PNRLF 2025-2028 ","48663.2800","25630124300018","63880"
"2024MOE TL","2024-06-18","MAITRISE D'OEUVRE POUR LA RESTRUCTURATION D'UN BATIMENT EN VUE DE LA CREATION D'UN TIERS-LIEU","80886.0000","21330542800012","33240"
"2024MA233102","2024-06-27","MACONNERIE","340000.0000","21420005700179","42160"
"2024240052-136","2025-01-08","MAINTENANCE ET SUIVI DE LA SOLUTION GRAND ANGLE","750000.0000","22600001600403","60000"
"20240000000029","2024-08-12","LOT 5 ASSURANCES FLOTTE AUTOMOBILE AUTO-MISSION","33868.0200","21420222800018","42330"
"2024TVX002B2","2024-12-31","RETRUST COMPLEXE SPORTIF TERRASST VRD AMENGT - AMENAGEMENTS ET REVETEMENTS SPORTIFS","1054197.1000","21420275600018","42270"
"2026202600302","2026-01-22","ESPACES VERTS","102105.8000","20007071200159","63300"
"2024MA233103","2024-10-11","MENUISERIES INTERIEUR AMENAGEMENT DU GROUPE SCOLAIRE PASTEUR","87268.1000","21420005700179","42160"
"202121","2021-10-29","M21/21 TRAITEMENT DECHETS VERTS L1","1100000.0000","20006761900011","60203"
"2025MA251802","2025-08-25","REFECTIION DES COUVERTURE DU TENNIS","169330.0000","21420005700179","42160"
"20212021033L14","2022-01-03","2021033L14 CONSTRUCTION D'UN GYMNASE MULTISPORT LOT 14","1093953.0000","20007074600017","57200"
"20240000000027","2024-07-30","LOT 3  ASSURANCES PROTECTION JURIDIQUE","2924.7200","21420222800018","42330"
"20245817000000","2024-12-02","MAD 1 cytomètre de flux AQUIOS avec réactifs et consommables associés","525000.0000","77605646700587","FR"
"20212021033L12","2022-01-03","2021033L12 CONSTRUCTION D'UN GYMNASE MULTISPORT LOT 12","313508.7400","20007074600017","57200"
"20240162001000","2025-01-22","Maintenance du DACS RDM (Radiation Dose Monitor)","120836.0000","26140093100018","FR"
"2024079900000","2025-12-23","ENLEVEMENT ET AU TRAITEMENT DES DECHETS  (DASRI, MASQUES, MNU) DES SERVICES DU DEPARTEMENT DU NORD","250000.0000","22590001801244","59000"
"20252024M24","2025-06-03","RESTRUCT COMPLEXE SPORTIF BATIMENTS - MENUISERIES EXTERIEURES","50835.5400","21420275600018","42270"
"2021508513","2021-01-25","FOURNITURE ET POSE DE SIGNALISATION VERTICALE METALLIQUE","1803615.0000","22590001801244","59000"
"20251011","2025-05-15","Reconstruction du CRD et CSD St Etienne de Cuines LOT 17 Création d'une station de distribution de carburant GO et GNR","62684.0000","22730001900014","73130"
"20255809000000","2025-05-19","Grossiste UGAP -MEDICAL ( équipements,DMS,DMNS, Conso labo et scientifique","10200000.0000","77605646700587","FR"
"2025906101","2026-01-01","Inventaires et suivis scientifiques de la biodiversite Lot 1 Avifaune nicheuse et rupestre","132000.0000","22260001700016","26000"
"2025906102","2026-01-01","Inventaires et suivis scientifiques de la biodiversite Lot 2  Herpetofaune amphibiens et reptiles","216000.0000","22260001700016","26000"
"2025909300","2025-10-23","Acquisition prestations et maintenance d une solution de catalogage de metadonnees et de services","200000.0000","22260001700016","26000"
"2025906103","2026-01-01","Inventaires et suivis scientifiques de la biodiversite Lot 3 Lepidopteres","136000.0000","22260001700016","26000"
"202207240300","2023-01-17","LOT 3 - AV CA VA - MISSIONS DE MAITRISE D'OEUVRE ET DE PRESTATIONS INTELLECTUELLES ANNEXES","2000000.0000","22590001801244","59000"
"2023140A","2023-12-26","FOURNITURE ET LIVRAISON DE PIECES DETACHEES POUR VEHICULES DU CD NOREMAT LOT11","90000.0000","22390001000362","39570"
"202424501L06","2024-04-08","LOT 6 : PHOTOVOLTAIQUE","68239.6000","20003986500106","57071"
"2025FA0041001","2026-01-16","Outillage à main divers","160000.0000","28570161100029","57"
"202516486","2025-12-29","Maintenance périodique des équipements de cuisine","120000.0000","21570606000013","57500"
"2023INV07","2023-12-27","MISSION DE MAITRISE D'ŒVRE RELATIVE A LA CONSTRUCTION D'UNE MÉDIATHÈQUE","283000.0000","21440151500017","44117"
"2023132A","2023-12-22","FOURNITURE ET LIVRAISON DE PIECES DETACHEES POUR VEHICULES DU CD - LOT03","40000.0000","22390001000362","39570"
"2025- M -17A","2025-10-06","Fourniture et acheminement en électricité dans les bâtiments communaux pour la période 2026 - 2029 - contrat accord cadre","778926.7600","21570240800018","57800"
"202510-01-Elec","2025-11-19","Fourniture et acheminement d'électricité et services associés - Marché de 2 ans du 01/01/2026 jusqu'au 31/12/2027 (66 PDL)","310315.1700","21570620100013","57255"
"202524091AS4","2025-11-27","MS4 CIMETIERE EST CARRE HISTORIQUE","161750.0000","21570463600012","57036"
"2025FA0041002","2026-01-16","Outillage à main pour voirie et espaces verts","80000.0000","28570161100029","57"
"202423915A2S0","2024-01-22","MSO LOT2 PETITS MOBILIERS RESERVES","60000.0000","21570463600012","57036"
"202222904A1S0","2022-07-22","MS0-LOT1 PAPIER BLANC ET COULEUR","37500.0000","21570463600012","57036"
"202525041L1","2025-06-06","TERRASSEMENT","671719.0200","21570463600012","57036"
"202320053AS5","2023-08-09","MS05 FOURNITURE ET ACHEMINEMENT D'ÉLECTRICITÉ ALIMENTANT LES BÂTIMENTS MUNICIPAUX, L?ÉCLAIRAGE PUBLIC ET LA FOURNITURE DE SERVICES ASSOCIES 2025","1865246.3300","21570463600012","57036"
"2025000574","2026-01-22","ETUDE PLANIFICATION DES MATIRES-E2PM","100000.0000","20003357900018","62041"
"202423915A1S0","2024-01-22","MS0 LOT1 SIEGES ERGO RESERVES","215000.0000","20003986500106","57071"
"202222024A3MS1","2022-09-28","LOT 03 MS1 PRIX CATALOGUE","35000.0000","21570463600012","57036"
"202222904A1S0","2022-07-22","MS0 - LOT1 - PAPIER BLANC ET COULEUR","37500.0000","20003986500106","57071"
"202222904A2S0","2022-07-22","MS0 - LOT2 - PAPIER SPECIFIQUE","10000.0000","21570463600012","57036"
"2025-03-01","2025-11-24","TRAVAUX CENTRE BOURG VOIRIE TERRASSEMENT RESEAUX","1455938.6000","21690070400018","69550"
"2025089A2","2025-08-19","RESTRUCTURATION DES BATIMENTS SAINTE ANNE ET SAINT RAPHAEL SUR LE SITE DE LA MADELEINE A BOURG EN BRESSE LOT 2 TERRASSEMENT VRD","92145.0000","22010001000010","DEP01"
"2025101074","2025-09-24","TX REMPLACEMENT COUVERTURE AQUARENA","1231582.9300","20003357900018","62041"
"2023000400","2023-12-19","2024 AC BDC TRVX VOIRIE ZAE LOT 1","9600000.0000","20003357900018","62041"
"2026202600301","2026-01-22","VOIRIE RESEAUX DIVERS","985044.7500","20007071200159","63300"
"2025S0584004","2025-09-25","LYCEE FREDERIC CHOPIN NANCY -REMPLACEMENT CLOTURE PERIMETRIQUE - lot 54mdrn/129 : serrurerie - lot","69207.0000","20005226400013","54000"
"2025V24101","2025-01-21","LOT 5 MENUISERIES EXTERIEURES ET INTERIEURES - AMENAGEMENT DE SALLES DE CLASSES ET DE SANITAIRES DANS LE PREAU EXISTANT ET CONSTRUCTION D UN NOUVEAU PREAU POUR LE GROUPE SCOLAIRE BRONTE","71820.5900","21490099500017","49321"
"20252025-11","2025-11-15","Assistance Technique à Maîtrise dOuvrage pour la construction du nouveau siège du SE60 sous forme de Marché Global de Performance","164900.0000","20009309400015","60000"
"2025V24097","2025-01-21","LOT 1 TERRASSEMENT GROS OEUVRES - AMENAGEMENT DE SALLES DE CLASSES ET DE SANITAIRES DANS LE PREAU EXISTANT ET CONSTRUCTION D UN NOUVEAU PREAU POUR LE GROUPE SCOLAIRE BRONTE","112691.8800","21490099500017","49321"
"202323NUM052","2023-07-18","LOT 2 - SUD - RACCORDEMENT FIBRE OPTIQUE THD42","3819605.1300","25420054600060","42"
"20240000000028","2024-07-30","LOT 4 ASSURANCES PROTECTION JURIDIQUE DES AGENTS ET DES ELUS","1250.3600","21420222800018","42330"
"2026GC001","2025-03-20","Groupement de commande FDE - Fourniture et acheminement d'électricité pour les sites HTA et BT d'une puissance inférieure ou égale à 36kVA -Batiments","130000.0000","21620126900018","62660"
"2021SDPP01","2022-03-17","Réalisation d'études d'environnements, élaboration dossiers réglementaires pour construction infra","8000000.0000","22770001000019","77000"
"2026CG001L02","2025-03-20","Groupement de commande FDE - Fourniture et acheminement d'electricité pour les sites BT d'une puissance inf. ou égale à 36kva - Eclairage Publique","90000.0000","21620126900018","62660"
"20250528","2025-07-30","RENOVATION DES INSTALLATIONS TECHNIQUES DE CHAUFFAGE A L'HOTEL DU DEPARTEMENT","388000.0000","22420001400013","42000"
"20241013","2025-01-01","Accompagnement vers et dans l'emploi lot 2 Forez","247520.0000","22420001400013","42160"
"2026FCS002BDC","2026-01-02","Enlèvement et traitement des déchets verts","375000.0000","24570140400056","57390"
"20241016","2025-01-01","Accompagnement vers et dans l'emploi de personnes en difficulté d'insertion Gier Pilat lot 4","255455.2000","22420001400013","42000"
"20241012","2025-01-01","Accompagnement vers et dans l'emploi lot 1 Roannais","240604.0000","22420001400013","42000"
"20250174","2025-12-26","TRAVAUX LOT 11 - ETANCHEITE TOITURE TERRASSE POUR L'ENSEMBLE DES SITES DU DEPARTEMENT","1400000.0000","22420001400013","42000"
"202625M037L1","2026-01-05","LOT 1_CURAGE_MACONNERIE_RENOVATION METRO FLACHET VILLEURBANNE","119612.3700","20009638600020","69003"
"20255","2025-12-05","Maintien des services du backbone national Axione","78608.3200","94467145200018","42000"
"202240","2022-10-28","M40/22 TRAITEMENT DDS DECHETTERIES DU SMDO","1640000.0000","20006761900011","60203"
"20222212NUM12","2022-12-06","LOT 12 - AC TRAVAUX RESEAU COMMUNICATIONS ELECTRONIQUES INF 150 000 ","1344221.8900","25420054600060","42"
"202523M0198","2025-01-28","T9 - TRAVAUX DE CONSTRUCTION DE LOCAUX TECHNIQUES (LTECH)","1930785.4900","20009638600020","69003"
"2025-04 LOT 1","2025-12-31","Travaux d'extension et de réaménagement du réfectoire de l'Ecole du Centre - Lot 1 ""installation de chantier,curage, gros-oeuvre, maçonnerie, VRD, platrerie, faux-plafond, menuiseries interieures, menuiseries extérieures, serrurerie""","196516.9500","21770171300018","77450"
"20222212NUM5","2022-12-06","LOT 5 - AC TRAVAUX RESEAU COMMUNICATIONS ELECTRONIQUES INF 150 000 ","314487.9100","25420054600060","42"
"20250905","2025-12-04","RD1082 Crêt du Perron","62460.0000","22420001400013","42220"
"20260017","2026-01-15","ABICOM Lot 1 - Dde 01-2026 - MS 2026-0017","194028.0000","22420001400013","42000"
"2025V1055","2025-01-27","Restructuration globale de la Direction Prévention et sécurité","258000.0000","21600056200019","60057"
"202119","2021-11-18","M19/21 ASSURANCE FLOTTE AUTOMOBILE VL ENGIN PL L3","650000.0000","20006761900011","60203"
"202524M0075","2025-07-31","FM720_TRAVAUX TRAITEMENT OBSOLESCENCE CENTRALES INCENDIE STATIONS LIGNES D ET F_STATION PLAINE DES JEUX_OULLINS GARE LIGNE B_UT HENON LIGNE C","1305469.6000","20009638600020","69003"
"20212021033L06","2021-12-29","2021033L06 CONSTRUCTION D'UN GYMNASE MULTISPORT LOT 6","358133.7000","20007074600017","57200"
"2025M031","2025-11-14","FOURNITURE ET/OU POSE SIGNALETIQUES DANS BATIMENTS","200000.0000","21620510400443","62800"
"2025V1058","2025-01-27","Restructuration globale de la Direction Prévention et sécurité","185000.0000","21600056200019","60057"
"2025X169","2025-12-16","TRAVAUX DE RECONSTRUCTION DE LA MAISON DE L ENFANCE ET DE LA FAMILLE DE GOLBEY LOT 02 DESAMIANTAGE DEPLOMBAGE","349750.0000","22880001700011","88"
"2025A0092","2026-01-06","LOT2 CHAUSSURES","80000.0000","21620510400443","62800"
"2026X001","2026-01-16","MAINTENANCE DES EQUIPEMENTS TECHNIQUES POUR LES SITES DU CONSEIL DEPARTEMENTAL DES VOSGES LOT 2 MAINTENANCE DES SYSTEMES D ALARME INTRUSION DE VIDEO SURVEILLANCE ET DE CONTROLE D ACCES","1156283.8000","22880001700011","88"
"2025V1054","2025-01-27","Restructuration globale de la Direction Prévention et sécurité","788000.0000","21600056200019","60057"
"2026ALS0005502","2026-01-20","Accompagnement « clé en main » pour la logistique, la régie et décoration des Marchés 100% Côte-d'Or","206000.0000","22210001800019","21000"
"2025MAPAGENL05","2025-12-15","Amenagement d un logement et de locaux Archives dans le batiment siege Evodia","55659.5500","25880256000064","88390"
"2024018L01","2024-10-31","Trx CS Gros oeuve etendu","340546.1700","21590253700012","59970"
"2026Z250406N00","2026-01-15","ACHAT DE BOISSONS NON ALCOOLISEES POUR LA METROPOLE AIX-MARSEILLE PROVENCE","450800.0000","20005480700017","13567"
"202211712C","2023-01-05","LOT 1 ACCORD CADRE POUR LA REALISATION DE TRAVAUX DANS LES BATIMENTS REGIONAUX GROS OEUVRE ETENDU","24000000.0000","20005374200017","HDF"
"20255707L1","2025-12-22","5707L1-PIECES DETACHEES POUR VEHICULES LEGERS","160000.0000","21590606600018","59304"
"202525010001","2025-07-16","PRESTATION DE RELEVE EXTERNALISEE SUR LE TERRITOIRE ROANNAISE DE L EAU","600000.0000","20009466200034","42300"
"202413304","2025-01-03","TRX RESTRUCTURATION CAMPUS AGROENVIRONNEMENTAL DE TILLOY LES MOFFLAINES LOT 2","1188739.8800","20005374200017","HDF"
"2021Z210251F00","2021-08-10","Z210251F00 - LOT 1 : TERRITOIRE SUD - MISSION DE CONTROLE TECHNIQUE SUR LE TERRITOIRE METROPOLITAIN","720000.0000","20005480700017","13567"
"2024Z240187F00","2024-08-27","Z240187F00 LOT 1 : STRUCTURE CLOS ET COUVERT ET VRD","9489858.0000","20005480700017","13567"
"202424M151","2024-07-01","24M151 LOT 10 VRD ESPACES VERTS","963878.9000","20005480700017","13567"
"202525000018","2025-03-27","Lot no 1 : VRD ¿ revêtements de sols","4499418.1800","20006850000012","59400"
"2024SEA0000011","2024-10-02","CHAUMES EN BRIE - CONSTRUCTION DE LA STATION D'EPURATION ET OUVRAGES DE TRANSFERT","3696190.0000","20007077900059","77820"
"2025FORGE-11","2025-01-22","LOT 11 - ELECTRICITE","87661.5000","21560004000012","56190"
"2026LOT1000003","2025-12-11","LLD VEHICULES - LOT 1 - 18 (DIX-HUIT) VOITURES CITADINES HYBRIDES","230000.0000","20007077900018","77820"
"20252025-0103","2025-07-17","MENUISERIE","88263.4000","21360028100017","36140"
"2025K25169","2025-10-24","TRAVAUX DE MIGRATION DU SSI DE LA CITE DE LA MER - 50100 CHERBOURG EN COTENTIN","879348.6700","20006720500019","50"
"2024SDF-L02","2024-06-21","RENOVATION ENERGEETIQUE DE LA SALLE POLYVALENTE - GROS OEUVRE LOT2","155650.0000","21590363400016","59119"
"202525MS01004","2025-12-02","ASSURANCE DES RISQUES STATUTAIRES","245696.8000","21780165300015","78340"
"20260508","2026-01-16","Menuiseries intérieures-mobilier","555854.7700","21950680500015","95400"
"20260001","2026-01-16","FOURNITURE PIECE DETACHEE VEHICULES","280000.0000","20005684400018","50129"
"2024152","2025-01-01","EQUIPEMENTS DE PROTECTION INDIVIDUELS A HAUTE VISIBILITE","120000.0000","22370001400010","37000"
"2024K24050","2024-03-29","TRAVAUX ENTRETIEN D EXTENSION ET DE RENOUVELLEMENT DES RESEAUX D EAU POTABLE ET D ASSAINISSEMENT ET PRESTATIONS ANNEXES SUR LE TERRITOIRE DE LA COMMUNAUTE D AGGLOMERATION DU COTENTIN  LOT 9 : GRANDS TRAVAUX - SECTEUR NORD-EST ","16000000.0000","20006720500019","50"
"2025G4D0117ND","2025-01-01","RESAH FOURNITURE INSTALLATION EXPLOITATION ET MAINTENANCE D INFRASTRUCTURES TELEPHONIQUES MULTIMARQUES ET SERVICES CONNEXES","2000000.0000","21340172201787","34172"
"2024155","2025-01-01","ACCESSOIRES DE PROTECTION INDIVIDUELS","400000.0000","22370001400010","37000"
"2025M035L01","2025-07-22","REAMENAGEMENT D'UN BATIMENT DE LA STATION D'EPURATION, RUE DU BAS BOIS A LAVAL-(53) - LOT N°1 : DEMOLITION - GROS OEUVRE","40348.6700","20008339200015","53130"
"2021K21228","2021-12-31","MAITRISE D OEUVRE POUR LA REHABILITATION DE L INSTITUT NATIONAL DES SCIENCES DE LA MER A CHERBOURG EN COTENTIN","1302086.0500","20006720500019","50"
"2022V1D0003AIF","2022-01-19","TRAVAUX D'ENTRETIEN DANS LES BATIMENTS COMMUNAUX LOT 6 MENUISERIE PVC BOIS","8579047.8400","21340172201787","34172"
"2025040","2025-06-12","ELECTRICITE CFO - CFA","63699.0200","21340057500014","34170"
"202625ABG47","2026-01-08","LOT 1 - ENTRETIEN DES EXTINCTEURS-RIA ET BACS A SABLE","325000.0000","21780646200016","78011"
"2025637","2025-04-11","FOURNITURE LIVRAISON DE PIECES DETACHEES ET ACCESSOIRES POUR LES PRESTATIONS D ENTRETIEN ET REPARATION DES TRACTEURS ET ENGINS DE TRAVAUX PUBLICS DU PARC DE MARQUE VALTRA DU CD34","320000.0000","22340001100076","34150"
"2024TVXECOLE09","2024-04-19","Reconstruction école publique - Lot no08 - Menuiseries intèrieurs","248000.0000","21530119300011","53970"
"202625F74000","2025-11-17","CARTES APPROVISION CARBURANT CS PONT ST ESPRIT 2026 -LOT 15","72916.6700","28300001600032","30"
"20251072","2025-11-13","RD68 LIEN AMENAGEMENT ENTRE A750 AIR ET LA RD986 AU NORD DE SAINT GELY DU FESC OA6 A 10 ET RETABLISSEMENT RIVE GAUCHE","9492757.8000","22340001100076","34980"
"20241321","2024-10-24","REHABILITATION DES DECANTEURS POUR LES MAS CONCHYLICOLES DU MOURRE BLANC","528634.4000","22340001100076","34140"
"20242023-22-03","2024-01-01","Curage et assainissement des postes de relevage - Secteur Valloire","160000.0000","20004049100140","26241"
"20242023-22-02","2024-01-01","Curage et assainissement des postes de relevage - Secteur Galaure","160000.0000","20004049100140","26241"
"202625F84000","2025-11-17","CARTES APPROVISION CARBURANT CS QUISSAC 2026 -LOT 25","41666.6700","28300001600032","30"
"2022AS-0006","2021-12-15","ASSURANCE DES PRESTATIONS STATUTAIRES GRAS SAVOYE","321464.6000","21760429700010","76240"
"202625F86000","2025-11-17","CARTES APPROVISION CARBURANT CS CORNILLON 2026-LOT 27","41666.6700","28300001600032","30"
"202525038.","2025-12-23","PRESTATION TRAITEUR CEREMONIE DES VOEUX DU MAIRE A LA POPULATION (JANVIER 2026)","50592.4200","21940073600175","94076"
"2025M26","2025-10-06","Rénovation Gymnase Marcel Paul","3006627.7100","21940021500014","94550"
"2026260002003","2025-12-18","Cagoules de protection","64000.0000","28640002300029","64016"
"2026260002005","2025-12-18","Polos manches courtes et longues pour sapeur-pompiers","92000.0000","28640002300029","64016"
"2025202501901","2025-03-14","2025019 TVX RECON.DE SOLS - ETUDE GEOTECH &  GEOLOGIQUES LOT 1 NORD  P1","1000000.0000","25750001700039","75006"
"202423000182","2024-08-27","Lot 1 ¿Démolition/Terrassement/VRD","345877.3900","21300189401333","30033"
"2026260002010","2025-12-18","Parkas, blousons et coupe-vents pour sapeur-pompiers","88000.0000","28640002300029","64016"
"202625000374","2026-01-21","AC BDC EDISON - LOT 9 ELECTRICITE/COURANT FAIBLE","1000000.0000","21300189400012","30033"
"202625000373","2026-01-21","AC BDC ABADIE SERVICE - LOT 9 ELECTRICITE/COURANT FAIBLE","1000000.0000","21300189400012","30033"
"202020000331","2020-11-23","MISSION DE SUIVI-ANIMATION D?UNE O.P.A.H ? C.D. ? COPROPRIETE LES GRILLONS","500000.0000","21300189401333","30033"
"2026ASSUR/LOT3","2025-11-24","PRESTATIONS DE SERVICES ASSURANCE- LOT 3 DAB","130826.4000","77662897600024","74230"
"20252500903","2025-06-16","ECLAIRAGE PUBLIC","70931.8800","21300258700011","30800"
"2025 2025_004","2025-01-31","Traitement Gravats & Inertes par Beurel Environnement","168000.0000","20004367700018","22440"
"2025ASSU25lot1","2025-10-15","CONTRATS D ASSURANCES 2026 2029","43280.0000","20007122300016","80420"
"202525CVD016","2025-11-18","Fournitures de pièces détachées pour matériel Acometis-Lot 1","720000.0000","22040001400019","04995"
"202525CVD005","2025-06-23","Prestations géologiques et géotechniques - Lot no1 Investigations géotehniques","600000.0000","22040001400019","04995"
"20253503","2025-11-18","FLOTTE VEHICULES ET RISQUES ANNEXES","171283.3900","24840005300059","84200"
"20252101","2025-07-28","ELABORATION D UN PLAN GUIDE PROGRAMMATIQUE DU QUARTIER DE LA GARE DE CARPENTRAS","74487.5000","24840005300059","84200"
"20242501","2024-06-26","LOT 6 MENUISERIES EXTERIEURES RELANCE LOT 2023-47 TVX MAISON PARENTALITE ET CRECHE LUCIOLES","350000.0000","24840005300059","84200"
"2023S230001","2023-02-01","Contrôle des installations d'Assainissement Collectif","500000.0000","24300064300078","30947"
"2022S081","2022-11-17","PRESTATIONS DE FORMATION OBLIGATOIRE DES ACCUEILLANTS FAMILIAUX ET DES ASSISTANTS MATERNELS SUITE A AGREMENT POUR LE DEPARTEMENT 47 LOT 2","320000.0000","22470001300424","47"
"2023TD01","2023-01-12","Marché public global de performance pour la conception/déconstruction/réalisation-exploitation/maintenance de déchèterie","22635794.7200","24580440600107","58000"
"2024-CLN-04","2024-07-04","MARCHE D'AMENAGEMENT D'UNE PLACE CENTRALE & CONSTRUCTION HALLE EN BOIS - LOT 01 - VRD & TERRASSEMENT","1200803.1800","21580088900010","58660"
"20262530","2026-01-21","TRAVAUX DE REMPLACEMENT DE VITRERIE SUR LES BÂTIMENTS DE LA VILLE DE MEYZIEU","120000.0000","21690282500019","69883"
"202407_L11","2024-10-17","MAISON DU PROJET ET DE LA CREATION LOT 11 LOT 11 : ELECTRICITE CFO CFA","176487.0000","21690256900013","69120"
"202500PF25-003","2025-02-10","CONSTRUCTION ET RENOUVELLEMENT DES COUCHES DE ROULEMENT DES CHAUSSEES EN ENROBES-SUD","24000000.0000","22050001100089","05400"
"2024renex_L02","2024-03-13","Réhabilitation extension de l'école communale","526544.5800","21050165600016","05700"
"20252025205","2025-03-29","ASSISTANCE TECHNIQUE ET FINANCIERE DANS LE CADRE DES PROCEDURES FONCIERES CONDUITES PAR LA COMMUNAUTE D'AGGLOMERATION","40000.0000","20007341900018","43000"
"2025URB2515001","2025-07-03","Lot n° 1 - Démolition - Reprise en sous-oeuvre - Installation de chantier","48848.2800","21380317400019","38800"
"202525F005","2025-09-24","TITRES RESTAURANT DEMATERIALISES ET CARTES DE PAIEMENT","1200000.0000","21800014900011","80301"
"20252700201001","2025-12-19","LOT 1 - Dommages aux biens immobiliers et mobiliers 2026 2029","119342.4800","24800049900025","80800"
"20242024_0733","2025-01-01","LOT 5: Partage du pouvoir et partage de la valeur","64000.0000","20005379100014","31000"
"20252025-06","2025-04-14","MAISON DE SANTE LOT 6 MENUISERIES EXTERIEURES - GAUTHIER","86656.9600","21430111100016","43340"
"2025MBATROQ01","2025-01-09","LOT 01 - GROS OEUVRE","251548.0500","25400139900065","40006"
"2025MBATROQ10","2025-01-09","LOT 10 - SOLS SOUPLES","39599.6700","25400139900065","40006"
"2024T046810","2025-01-09","Construction de la maison départementale des solidarités de COGNAC - Lot no10 : Doublages - Cloisons - Plafonds","99105.8400","22160001800016","16000"
"2025MBATROQ08","2025-01-09","LOT 08 - CVC PLOMBERIE SANITAIRE","242000.0000","25400139900065","40006"
"2025FORGE-07","2025-01-22","LOT 7 - CLOISONS, DOUBLAGE","100921.8800","21560004000012","56190"
"2025FORGE-12","2025-01-22","LOT 12 - PANNEAUX PHOTOVOLTAIQUES","79000.0000","21560004000012","56190"
"2023-12","2023-12-14","PRESTATIONS DE TRAITEMENT DES DECHETS VERTS ISSUS DE CCPI ET SICTOM","376000.0000","24360023600026","36105"
"2023F23001","2023-12-18","ORGANISATION DES ACTIVITES SOCIO EDUCATIVES DU POLE DE PROXIMITE DE LA COTE DES ISLES 2024 2025","1166990.0000","20006720500019","50"
"2025D0702","2025-10-02","LOT No 2 BACS ROULANTS","114000.0000","24560046500133","56360"
"2025Q0204","2025-03-20","LOT No 4 MENUISERIES EXTERIEURES ALUMINIUM","66800.0000","24560046500133","56360"
"2025MAPATRX01","2025-05-05","Fourniture et installation d infrastructures de recharge de vehicules électriques et hybrides rechargeables","300000.0000","20008795500015","19"
"2026260160001","2025-03-12","POUR LES ANNEES 2026A 2028 SEGMENTS C5 ET C4 LOT1","2000000.0000","21950268900017","95140"
"2025K25212","2025-12-19","FOURNITURE DE CALCAIRE POUR LE TRAITEMENT DE L'EAU POTABLE LOT 2 : CALCAIRE TERRESTRE","360000.0000","20006720500019","50"
"202520","2025-03-11","2025/20 - Conception, réalisation infrastructure permettant la production d'électricité photovoltaïque sur rd située sur le futur contournement commune Lubersac","19163000.0000","22192720500197","19000"
"2024154","2025-01-01","VETEMENTS DE TRAVAIL AVEC SERIGRAPHIE ET BRODERIE","250000.0000","22370001400010","37000"
"2026K26002","2026-01-08","ACCORD-CADRE POUR LA FOURNITURE DE PRELEVEURS AUTOMATIQUES D'EAU","100000.0000","20006720500019","50"
"20250162","2025-07-17","DEMOLITION DE VIEUX BATIMENTS  ILOT REVOLUTION A CHERBOURG-EN-COTENTIN","355510.0000","20005684400018","50129"
"20262502VODECH","2025-10-16","TRAVAUX DECHETTERIE COMMUNAUTAIRE","863934.9600","24660039900132","66800"
"2025G4D0117ND","2025-01-01","RESAH FOURNITURE INSTALLATION EXPLOITATION ET MAINTENANCE D INFRASTRUCTURES TELEPHONIQUES MULTIMARQUES ET SERVICES CONNEXES","2000000.0000","24340001700022","34000"
